c resource constrained multi commodity flow
c WorldLarge
a 268 273 0 450 154
a 273 268 0 450 154
a 268 270 0 450 488
a 276 275 0 450 500
a 275 278 0 450 68
a 278 277 0 450 170
a 277 276 0 450 262
a 280 279 0 450 600
a 279 280 0 450 600
a 285 282 0 450 100
a 282 283 0 450 49
a 283 284 0 450 43
a 284 287 0 450 470
a 287 286 0 450 334
a 286 288 0 450 91
a 288 281 0 450 186
a 281 285 0 450 728
a 290 292 0 450 311
a 292 291 0 450 631
a 291 289 0 450 159
a 289 291 0 450 159
a 291 290 0 450 339
a 300 299 0 450 139
a 299 300 0 450 139
a 300 301 0 450 531
a 301 300 0 450 531
a 300 298 0 450 1040
a 298 297 0 450 364
a 297 300 0 450 756
a 302 303 0 450 600
a 303 302 0 450 600
a 31 94 64 127141 300
a 31 112 64 127141 300
a 31 130 64 127141 300
a 31 164 64 127141 300
a 31 186 64 127141 300
a 31 219 64 127141 300
a 31 266 64 127141 300
a 31 304 64 127141 300
a 94 31 64 127141 300
a 94 112 64 127141 300
a 94 130 64 127141 300
a 94 164 64 127141 300
a 94 186 64 127141 300
a 94 219 64 127141 300
a 94 266 64 127141 300
a 94 304 64 127141 300
a 112 31 64 127141 300
a 112 94 64 127141 300
a 112 130 64 127141 300
a 112 164 64 127141 300
a 112 186 64 127141 300
a 112 219 64 127141 300
a 112 266 64 127141 300
a 112 304 64 127141 300
a 130 31 64 127141 300
a 130 94 64 127141 300
a 130 112 64 127141 300
a 130 164 64 127141 300
a 130 186 64 127141 300
a 130 219 64 127141 300
a 130 266 64 127141 300
a 130 304 64 127141 300
a 164 31 64 127141 300
a 164 94 64 127141 300
a 164 112 64 127141 300
a 164 130 64 127141 300
a 164 186 64 127141 300
a 164 219 64 127141 300
a 164 266 64 127141 300
a 164 304 64 127141 300
a 186 31 64 127141 300
a 186 94 64 127141 300
a 186 112 64 127141 300
a 186 130 64 127141 300
a 186 164 64 127141 300
a 186 219 64 127141 300
a 186 266 64 127141 300
a 186 304 64 127141 300
a 219 31 64 127141 300
a 219 94 64 127141 300
a 219 112 64 127141 300
a 219 130 64 127141 300
a 219 164 64 127141 300
a 219 186 64 127141 300
a 219 266 64 127141 300
a 219 304 64 127141 300
a 266 31 64 127141 300
a 266 94 64 127141 300
a 266 112 64 127141 300
a 266 130 64 127141 300
a 266 164 64 127141 300
a 266 186 64 127141 300
a 266 219 64 127141 300
a 266 304 64 127141 300
a 304 31 64 127141 300
a 304 94 64 127141 300
a 304 112 64 127141 300
a 304 130 64 127141 300
a 304 164 64 127141 300
a 304 186 64 127141 300
a 304 219 64 127141 300
a 304 266 64 127141 300
a 123 147 243 127141 300
a 147 123 243 127141 300
a 3 170 122 127141 300
a 170 3 122 127141 300
a 87 152 126 127141 300
a 152 87 126 127141 300
a 171 250 87 127141 300
a 250 171 87 127141 300
a 181 277 311 127141 300
a 277 181 311 127141 300
a 45 182 257 127141 300
a 182 45 257 127141 300
a 172 251 309 127141 300
a 251 172 309 127141 300
a 17 27 74 127141 300
a 17 124 74 127141 300
a 27 17 74 127141 300
a 27 124 74 127141 300
a 124 17 74 127141 300
a 124 27 74 127141 300
a 0 18 62 127141 300
a 0 33 62 127141 300
a 0 43 62 127141 300
a 0 50 62 127141 300
a 0 73 62 127141 300
a 0 79 62 127141 300
a 0 125 62 127141 300
a 0 153 62 127141 300
a 0 187 62 127141 300
a 0 294 62 127141 300
a 0 305 62 127141 300
a 0 313 62 127141 300
a 18 0 62 127141 300
a 18 33 62 127141 300
a 18 43 62 127141 300
a 18 50 62 127141 300
a 18 73 62 127141 300
a 18 79 62 127141 300
a 18 125 62 127141 300
a 18 153 62 127141 300
a 18 187 62 127141 300
a 18 294 62 127141 300
a 18 305 62 127141 300
a 18 313 62 127141 300
a 33 0 62 127141 300
a 33 18 62 127141 300
a 33 43 62 127141 300
a 33 50 62 127141 300
a 33 73 62 127141 300
a 33 79 62 127141 300
a 33 125 62 127141 300
a 33 153 62 127141 300
a 33 187 62 127141 300
a 33 294 62 127141 300
a 33 305 62 127141 300
a 33 313 62 127141 300
a 43 0 62 127141 300
a 43 18 62 127141 300
a 43 33 62 127141 300
a 43 50 62 127141 300
a 43 73 62 127141 300
a 43 79 62 127141 300
a 43 125 62 127141 300
a 43 153 62 127141 300
a 43 187 62 127141 300
a 43 294 62 127141 300
a 43 305 62 127141 300
a 43 313 62 127141 300
a 50 0 62 127141 300
a 50 18 62 127141 300
a 50 33 62 127141 300
a 50 43 62 127141 300
a 50 73 62 127141 300
a 50 79 62 127141 300
a 50 125 62 127141 300
a 50 153 62 127141 300
a 50 187 62 127141 300
a 50 294 62 127141 300
a 50 305 62 127141 300
a 50 313 62 127141 300
a 73 0 62 127141 300
a 73 18 62 127141 300
a 73 33 62 127141 300
a 73 43 62 127141 300
a 73 50 62 127141 300
a 73 79 62 127141 300
a 73 125 62 127141 300
a 73 153 62 127141 300
a 73 187 62 127141 300
a 73 294 62 127141 300
a 73 305 62 127141 300
a 73 313 62 127141 300
a 79 0 62 127141 300
a 79 18 62 127141 300
a 79 33 62 127141 300
a 79 43 62 127141 300
a 79 50 62 127141 300
a 79 73 62 127141 300
a 79 125 62 127141 300
a 79 153 62 127141 300
a 79 187 62 127141 300
a 79 294 62 127141 300
a 79 305 62 127141 300
a 79 313 62 127141 300
a 125 0 62 127141 300
a 125 18 62 127141 300
a 125 33 62 127141 300
a 125 43 62 127141 300
a 125 50 62 127141 300
a 125 73 62 127141 300
a 125 79 62 127141 300
a 125 153 62 127141 300
a 125 187 62 127141 300
a 125 294 62 127141 300
a 125 305 62 127141 300
a 125 313 62 127141 300
a 153 0 62 127141 300
a 153 18 62 127141 300
a 153 33 62 127141 300
a 153 43 62 127141 300
a 153 50 62 127141 300
a 153 73 62 127141 300
a 153 79 62 127141 300
a 153 125 62 127141 300
a 153 187 62 127141 300
a 153 294 62 127141 300
a 153 305 62 127141 300
a 153 313 62 127141 300
a 187 0 62 127141 300
a 187 18 62 127141 300
a 187 33 62 127141 300
a 187 43 62 127141 300
a 187 50 62 127141 300
a 187 73 62 127141 300
a 187 79 62 127141 300
a 187 125 62 127141 300
a 187 153 62 127141 300
a 187 294 62 127141 300
a 187 305 62 127141 300
a 187 313 62 127141 300
a 294 0 62 127141 300
a 294 18 62 127141 300
a 294 33 62 127141 300
a 294 43 62 127141 300
a 294 50 62 127141 300
a 294 73 62 127141 300
a 294 79 62 127141 300
a 294 125 62 127141 300
a 294 153 62 127141 300
a 294 187 62 127141 300
a 294 305 62 127141 300
a 294 313 62 127141 300
a 305 0 62 127141 300
a 305 18 62 127141 300
a 305 33 62 127141 300
a 305 43 62 127141 300
a 305 50 62 127141 300
a 305 73 62 127141 300
a 305 79 62 127141 300
a 305 125 62 127141 300
a 305 153 62 127141 300
a 305 187 62 127141 300
a 305 294 62 127141 300
a 305 313 62 127141 300
a 313 0 62 127141 300
a 313 18 62 127141 300
a 313 33 62 127141 300
a 313 43 62 127141 300
a 313 50 62 127141 300
a 313 73 62 127141 300
a 313 79 62 127141 300
a 313 125 62 127141 300
a 313 153 62 127141 300
a 313 187 62 127141 300
a 313 294 62 127141 300
a 313 305 62 127141 300
a 34 44 25 127141 300
a 44 34 25 127141 300
a 35 220 57 127141 300
a 220 35 57 127141 300
a 80 105 78 127141 300
a 80 113 78 127141 300
a 80 126 78 127141 300
a 80 139 78 127141 300
a 80 221 78 127141 300
a 80 244 78 127141 300
a 80 306 78 127141 300
a 105 80 78 127141 300
a 105 113 78 127141 300
a 105 126 78 127141 300
a 105 139 78 127141 300
a 105 221 78 127141 300
a 105 244 78 127141 300
a 105 306 78 127141 300
a 113 80 78 127141 300
a 113 105 78 127141 300
a 113 126 78 127141 300
a 113 139 78 127141 300
a 113 221 78 127141 300
a 113 244 78 127141 300
a 113 306 78 127141 300
a 126 80 78 127141 300
a 126 105 78 127141 300
a 126 113 78 127141 300
a 126 139 78 127141 300
a 126 221 78 127141 300
a 126 244 78 127141 300
a 126 306 78 127141 300
a 139 80 78 127141 300
a 139 105 78 127141 300
a 139 113 78 127141 300
a 139 126 78 127141 300
a 139 221 78 127141 300
a 139 244 78 127141 300
a 139 306 78 127141 300
a 221 80 78 127141 300
a 221 105 78 127141 300
a 221 113 78 127141 300
a 221 126 78 127141 300
a 221 139 78 127141 300
a 221 244 78 127141 300
a 221 306 78 127141 300
a 244 80 78 127141 300
a 244 105 78 127141 300
a 244 113 78 127141 300
a 244 126 78 127141 300
a 244 139 78 127141 300
a 244 221 78 127141 300
a 244 306 78 127141 300
a 306 80 78 127141 300
a 306 105 78 127141 300
a 306 113 78 127141 300
a 306 126 78 127141 300
a 306 139 78 127141 300
a 306 221 78 127141 300
a 306 244 78 127141 300
a 269 299 170 127141 300
a 299 269 170 127141 300
a 53 89 121 127141 300
a 53 154 121 127141 300
a 53 202 121 127141 300
a 53 307 121 127141 300
a 89 53 121 127141 300
a 89 154 121 127141 300
a 89 202 121 127141 300
a 89 307 121 127141 300
a 154 53 121 127141 300
a 154 89 121 127141 300
a 154 202 121 127141 300
a 154 307 121 127141 300
a 202 53 121 127141 300
a 202 89 121 127141 300
a 202 154 121 127141 300
a 202 307 121 127141 300
a 307 53 121 127141 300
a 307 89 121 127141 300
a 307 154 121 127141 300
a 307 202 121 127141 300
a 54 150 224 127141 300
a 150 54 224 127141 300
a 115 188 233 127141 300
a 188 115 233 127141 300
a 64 132 73 127141 300
a 64 203 73 127141 300
a 64 228 73 127141 300
a 64 236 73 127141 300
a 64 308 73 127141 300
a 132 64 73 127141 300
a 132 203 73 127141 300
a 132 228 73 127141 300
a 132 236 73 127141 300
a 132 308 73 127141 300
a 203 64 73 127141 300
a 203 132 73 127141 300
a 203 228 73 127141 300
a 203 236 73 127141 300
a 203 308 73 127141 300
a 228 64 73 127141 300
a 228 132 73 127141 300
a 228 203 73 127141 300
a 228 236 73 127141 300
a 228 308 73 127141 300
a 236 64 73 127141 300
a 236 132 73 127141 300
a 236 203 73 127141 300
a 236 228 73 127141 300
a 236 308 73 127141 300
a 308 64 73 127141 300
a 308 132 73 127141 300
a 308 203 73 127141 300
a 308 228 73 127141 300
a 308 236 73 127141 300
a 23 65 136 127141 300
a 23 90 136 127141 300
a 23 155 136 127141 300
a 23 204 136 127141 300
a 23 217 136 127141 300
a 23 289 136 127141 300
a 65 23 136 127141 300
a 65 90 136 127141 300
a 65 155 136 127141 300
a 65 204 136 127141 300
a 65 217 136 127141 300
a 65 289 136 127141 300
a 90 23 136 127141 300
a 90 65 136 127141 300
a 90 155 136 127141 300
a 90 204 136 127141 300
a 90 217 136 127141 300
a 90 289 136 127141 300
a 155 23 136 127141 300
a 155 65 136 127141 300
a 155 90 136 127141 300
a 155 204 136 127141 300
a 155 217 136 127141 300
a 155 289 136 127141 300
a 204 23 136 127141 300
a 204 65 136 127141 300
a 204 90 136 127141 300
a 204 155 136 127141 300
a 204 217 136 127141 300
a 204 289 136 127141 300
a 217 23 136 127141 300
a 217 65 136 127141 300
a 217 90 136 127141 300
a 217 155 136 127141 300
a 217 204 136 127141 300
a 217 289 136 127141 300
a 289 23 136 127141 300
a 289 65 136 127141 300
a 289 90 136 127141 300
a 289 155 136 127141 300
a 289 204 136 127141 300
a 289 217 136 127141 300
a 133 205 111 127141 300
a 205 133 111 127141 300
a 156 162 103 127141 300
a 156 285 103 127141 300
a 162 156 103 127141 300
a 162 285 103 127141 300
a 285 156 103 127141 300
a 285 162 103 127141 300
a 74 135 497 127141 300
a 135 74 497 127141 300
a 136 157 108 127141 300
a 136 245 108 127141 300
a 136 295 108 127141 300
a 157 136 108 127141 300
a 157 245 108 127141 300
a 157 295 108 127141 300
a 245 136 108 127141 300
a 245 157 108 127141 300
a 245 295 108 127141 300
a 295 136 108 127141 300
a 295 157 108 127141 300
a 295 245 108 127141 300
a 4 75 67 127141 300
a 75 4 67 127141 300
a 67 121 214 127141 300
a 67 286 214 127141 300
a 121 67 214 127141 300
a 121 286 214 127141 300
a 286 67 214 127141 300
a 286 121 214 127141 300
a 1 19 93 127141 300
a 1 28 93 127141 300
a 1 36 93 127141 300
a 1 81 93 127141 300
a 1 106 93 127141 300
a 1 114 93 127141 300
a 1 116 93 127141 300
a 1 140 93 127141 300
a 1 148 93 127141 300
a 1 158 93 127141 300
a 1 175 93 127141 300
a 1 192 93 127141 300
a 1 246 93 127141 300
a 1 309 93 127141 300
a 19 1 93 127141 300
a 19 28 93 127141 300
a 19 36 93 127141 300
a 19 81 93 127141 300
a 19 106 93 127141 300
a 19 114 93 127141 300
a 19 116 93 127141 300
a 19 140 93 127141 300
a 19 148 93 127141 300
a 19 158 93 127141 300
a 19 175 93 127141 300
a 19 192 93 127141 300
a 19 246 93 127141 300
a 19 309 93 127141 300
a 28 1 93 127141 300
a 28 19 93 127141 300
a 28 36 93 127141 300
a 28 81 93 127141 300
a 28 106 93 127141 300
a 28 114 93 127141 300
a 28 116 93 127141 300
a 28 140 93 127141 300
a 28 148 93 127141 300
a 28 158 93 127141 300
a 28 175 93 127141 300
a 28 192 93 127141 300
a 28 246 93 127141 300
a 28 309 93 127141 300
a 36 1 93 127141 300
a 36 19 93 127141 300
a 36 28 93 127141 300
a 36 81 93 127141 300
a 36 106 93 127141 300
a 36 114 93 127141 300
a 36 116 93 127141 300
a 36 140 93 127141 300
a 36 148 93 127141 300
a 36 158 93 127141 300
a 36 175 93 127141 300
a 36 192 93 127141 300
a 36 246 93 127141 300
a 36 309 93 127141 300
a 81 1 93 127141 300
a 81 19 93 127141 300
a 81 28 93 127141 300
a 81 36 93 127141 300
a 81 106 93 127141 300
a 81 114 93 127141 300
a 81 116 93 127141 300
a 81 140 93 127141 300
a 81 148 93 127141 300
a 81 158 93 127141 300
a 81 175 93 127141 300
a 81 192 93 127141 300
a 81 246 93 127141 300
a 81 309 93 127141 300
a 106 1 93 127141 300
a 106 19 93 127141 300
a 106 28 93 127141 300
a 106 36 93 127141 300
a 106 81 93 127141 300
a 106 114 93 127141 300
a 106 116 93 127141 300
a 106 140 93 127141 300
a 106 148 93 127141 300
a 106 158 93 127141 300
a 106 175 93 127141 300
a 106 192 93 127141 300
a 106 246 93 127141 300
a 106 309 93 127141 300
a 114 1 93 127141 300
a 114 19 93 127141 300
a 114 28 93 127141 300
a 114 36 93 127141 300
a 114 81 93 127141 300
a 114 106 93 127141 300
a 114 116 93 127141 300
a 114 140 93 127141 300
a 114 148 93 127141 300
a 114 158 93 127141 300
a 114 175 93 127141 300
a 114 192 93 127141 300
a 114 246 93 127141 300
a 114 309 93 127141 300
a 116 1 93 127141 300
a 116 19 93 127141 300
a 116 28 93 127141 300
a 116 36 93 127141 300
a 116 81 93 127141 300
a 116 106 93 127141 300
a 116 114 93 127141 300
a 116 140 93 127141 300
a 116 148 93 127141 300
a 116 158 93 127141 300
a 116 175 93 127141 300
a 116 192 93 127141 300
a 116 246 93 127141 300
a 116 309 93 127141 300
a 140 1 93 127141 300
a 140 19 93 127141 300
a 140 28 93 127141 300
a 140 36 93 127141 300
a 140 81 93 127141 300
a 140 106 93 127141 300
a 140 114 93 127141 300
a 140 116 93 127141 300
a 140 148 93 127141 300
a 140 158 93 127141 300
a 140 175 93 127141 300
a 140 192 93 127141 300
a 140 246 93 127141 300
a 140 309 93 127141 300
a 148 1 93 127141 300
a 148 19 93 127141 300
a 148 28 93 127141 300
a 148 36 93 127141 300
a 148 81 93 127141 300
a 148 106 93 127141 300
a 148 114 93 127141 300
a 148 116 93 127141 300
a 148 140 93 127141 300
a 148 158 93 127141 300
a 148 175 93 127141 300
a 148 192 93 127141 300
a 148 246 93 127141 300
a 148 309 93 127141 300
a 158 1 93 127141 300
a 158 19 93 127141 300
a 158 28 93 127141 300
a 158 36 93 127141 300
a 158 81 93 127141 300
a 158 106 93 127141 300
a 158 114 93 127141 300
a 158 116 93 127141 300
a 158 140 93 127141 300
a 158 148 93 127141 300
a 158 175 93 127141 300
a 158 192 93 127141 300
a 158 246 93 127141 300
a 158 309 93 127141 300
a 175 1 93 127141 300
a 175 19 93 127141 300
a 175 28 93 127141 300
a 175 36 93 127141 300
a 175 81 93 127141 300
a 175 106 93 127141 300
a 175 114 93 127141 300
a 175 116 93 127141 300
a 175 140 93 127141 300
a 175 148 93 127141 300
a 175 158 93 127141 300
a 175 192 93 127141 300
a 175 246 93 127141 300
a 175 309 93 127141 300
a 192 1 93 127141 300
a 192 19 93 127141 300
a 192 28 93 127141 300
a 192 36 93 127141 300
a 192 81 93 127141 300
a 192 106 93 127141 300
a 192 114 93 127141 300
a 192 116 93 127141 300
a 192 140 93 127141 300
a 192 148 93 127141 300
a 192 158 93 127141 300
a 192 175 93 127141 300
a 192 246 93 127141 300
a 192 309 93 127141 300
a 246 1 93 127141 300
a 246 19 93 127141 300
a 246 28 93 127141 300
a 246 36 93 127141 300
a 246 81 93 127141 300
a 246 106 93 127141 300
a 246 114 93 127141 300
a 246 116 93 127141 300
a 246 140 93 127141 300
a 246 148 93 127141 300
a 246 158 93 127141 300
a 246 175 93 127141 300
a 246 192 93 127141 300
a 246 309 93 127141 300
a 309 1 93 127141 300
a 309 19 93 127141 300
a 309 28 93 127141 300
a 309 36 93 127141 300
a 309 81 93 127141 300
a 309 106 93 127141 300
a 309 114 93 127141 300
a 309 116 93 127141 300
a 309 140 93 127141 300
a 309 148 93 127141 300
a 309 158 93 127141 300
a 309 175 93 127141 300
a 309 192 93 127141 300
a 309 246 93 127141 300
a 194 261 3 127141 300
a 261 194 3 127141 300
a 206 234 144 127141 300
a 234 206 144 127141 300
a 165 209 186 127141 300
a 165 222 186 127141 300
a 209 165 186 127141 300
a 209 222 186 127141 300
a 222 165 186 127141 300
a 222 209 186 127141 300
a 159 229 102 127141 300
a 159 310 102 127141 300
a 229 159 102 127141 300
a 229 310 102 127141 300
a 310 159 102 127141 300
a 310 229 102 127141 300
a 24 131 111 127141 300
a 24 137 111 127141 300
a 131 24 111 127141 300
a 131 137 111 127141 300
a 137 24 111 127141 300
a 137 131 111 127141 300
a 20 314 63 127141 300
a 314 20 63 127141 300
a 21 83 63 127141 300
a 83 21 63 127141 300
a 143 315 68 127141 300
a 315 143 68 127141 300
a 22 38 48 127141 300
a 22 51 48 127141 300
a 22 107 48 127141 300
a 22 316 48 127141 300
a 38 22 48 127141 300
a 38 51 48 127141 300
a 38 107 48 127141 300
a 38 316 48 127141 300
a 51 22 48 127141 300
a 51 38 48 127141 300
a 51 107 48 127141 300
a 51 316 48 127141 300
a 107 22 48 127141 300
a 107 38 48 127141 300
a 107 51 48 127141 300
a 107 316 48 127141 300
a 316 22 48 127141 300
a 316 38 48 127141 300
a 316 51 48 127141 300
a 316 107 48 127141 300
a 189 223 73 127141 300
a 223 189 73 127141 300
a 101 272 141 127141 300
a 272 101 141 127141 300
a 118 176 34 127141 300
a 118 247 34 127141 300
a 118 255 34 127141 300
a 118 262 34 127141 300
a 176 118 34 127141 300
a 176 247 34 127141 300
a 176 255 34 127141 300
a 176 262 34 127141 300
a 247 118 34 127141 300
a 247 176 34 127141 300
a 247 255 34 127141 300
a 247 262 34 127141 300
a 255 118 34 127141 300
a 255 176 34 127141 300
a 255 247 34 127141 300
a 255 262 34 127141 300
a 262 118 34 127141 300
a 262 176 34 127141 300
a 262 247 34 127141 300
a 262 255 34 127141 300
a 177 196 59 127141 300
a 177 248 59 127141 300
a 177 256 59 127141 300
a 177 311 59 127141 300
a 196 177 59 127141 300
a 196 248 59 127141 300
a 196 256 59 127141 300
a 196 311 59 127141 300
a 248 177 59 127141 300
a 248 196 59 127141 300
a 248 256 59 127141 300
a 248 311 59 127141 300
a 256 177 59 127141 300
a 256 196 59 127141 300
a 256 248 59 127141 300
a 256 311 59 127141 300
a 311 177 59 127141 300
a 311 196 59 127141 300
a 311 248 59 127141 300
a 311 256 59 127141 300
a 9 40 0 127141 300
a 9 173 0 127141 300
a 9 185 0 127141 300
a 9 254 0 127141 300
a 9 303 0 127141 300
a 40 9 0 127141 300
a 40 173 0 127141 300
a 40 185 0 127141 300
a 40 254 0 127141 300
a 40 303 0 127141 300
a 173 9 0 127141 300
a 173 40 0 127141 300
a 173 185 0 127141 300
a 173 254 0 127141 300
a 173 303 0 127141 300
a 185 9 0 127141 300
a 185 40 0 127141 300
a 185 173 0 127141 300
a 185 254 0 127141 300
a 185 303 0 127141 300
a 254 9 0 127141 300
a 254 40 0 127141 300
a 254 173 0 127141 300
a 254 185 0 127141 300
a 254 303 0 127141 300
a 303 9 0 127141 300
a 303 40 0 127141 300
a 303 173 0 127141 300
a 303 185 0 127141 300
a 303 254 0 127141 300
a 2 5 148 127141 300
a 2 25 148 127141 300
a 2 46 148 127141 300
a 2 55 148 127141 300
a 2 76 148 127141 300
a 2 91 148 127141 300
a 2 98 148 127141 300
a 2 122 148 127141 300
a 2 129 148 127141 300
a 2 138 148 127141 300
a 2 151 148 127141 300
a 2 161 148 127141 300
a 2 163 148 127141 300
a 2 166 148 127141 300
a 2 168 148 127141 300
a 2 207 148 127141 300
a 2 239 148 127141 300
a 2 290 148 127141 300
a 2 296 148 127141 300
a 5 2 148 127141 300
a 5 25 148 127141 300
a 5 46 148 127141 300
a 5 55 148 127141 300
a 5 76 148 127141 300
a 5 91 148 127141 300
a 5 98 148 127141 300
a 5 122 148 127141 300
a 5 129 148 127141 300
a 5 138 148 127141 300
a 5 151 148 127141 300
a 5 161 148 127141 300
a 5 163 148 127141 300
a 5 166 148 127141 300
a 5 168 148 127141 300
a 5 207 148 127141 300
a 5 239 148 127141 300
a 5 290 148 127141 300
a 5 296 148 127141 300
a 25 2 148 127141 300
a 25 5 148 127141 300
a 25 46 148 127141 300
a 25 55 148 127141 300
a 25 76 148 127141 300
a 25 91 148 127141 300
a 25 98 148 127141 300
a 25 122 148 127141 300
a 25 129 148 127141 300
a 25 138 148 127141 300
a 25 151 148 127141 300
a 25 161 148 127141 300
a 25 163 148 127141 300
a 25 166 148 127141 300
a 25 168 148 127141 300
a 25 207 148 127141 300
a 25 239 148 127141 300
a 25 290 148 127141 300
a 25 296 148 127141 300
a 46 2 148 127141 300
a 46 5 148 127141 300
a 46 25 148 127141 300
a 46 55 148 127141 300
a 46 76 148 127141 300
a 46 91 148 127141 300
a 46 98 148 127141 300
a 46 122 148 127141 300
a 46 129 148 127141 300
a 46 138 148 127141 300
a 46 151 148 127141 300
a 46 161 148 127141 300
a 46 163 148 127141 300
a 46 166 148 127141 300
a 46 168 148 127141 300
a 46 207 148 127141 300
a 46 239 148 127141 300
a 46 290 148 127141 300
a 46 296 148 127141 300
a 55 2 148 127141 300
a 55 5 148 127141 300
a 55 25 148 127141 300
a 55 46 148 127141 300
a 55 76 148 127141 300
a 55 91 148 127141 300
a 55 98 148 127141 300
a 55 122 148 127141 300
a 55 129 148 127141 300
a 55 138 148 127141 300
a 55 151 148 127141 300
a 55 161 148 127141 300
a 55 163 148 127141 300
a 55 166 148 127141 300
a 55 168 148 127141 300
a 55 207 148 127141 300
a 55 239 148 127141 300
a 55 290 148 127141 300
a 55 296 148 127141 300
a 76 2 148 127141 300
a 76 5 148 127141 300
a 76 25 148 127141 300
a 76 46 148 127141 300
a 76 55 148 127141 300
a 76 91 148 127141 300
a 76 98 148 127141 300
a 76 122 148 127141 300
a 76 129 148 127141 300
a 76 138 148 127141 300
a 76 151 148 127141 300
a 76 161 148 127141 300
a 76 163 148 127141 300
a 76 166 148 127141 300
a 76 168 148 127141 300
a 76 207 148 127141 300
a 76 239 148 127141 300
a 76 290 148 127141 300
a 76 296 148 127141 300
a 91 2 148 127141 300
a 91 5 148 127141 300
a 91 25 148 127141 300
a 91 46 148 127141 300
a 91 55 148 127141 300
a 91 76 148 127141 300
a 91 98 148 127141 300
a 91 122 148 127141 300
a 91 129 148 127141 300
a 91 138 148 127141 300
a 91 151 148 127141 300
a 91 161 148 127141 300
a 91 163 148 127141 300
a 91 166 148 127141 300
a 91 168 148 127141 300
a 91 207 148 127141 300
a 91 239 148 127141 300
a 91 290 148 127141 300
a 91 296 148 127141 300
a 98 2 148 127141 300
a 98 5 148 127141 300
a 98 25 148 127141 300
a 98 46 148 127141 300
a 98 55 148 127141 300
a 98 76 148 127141 300
a 98 91 148 127141 300
a 98 122 148 127141 300
a 98 129 148 127141 300
a 98 138 148 127141 300
a 98 151 148 127141 300
a 98 161 148 127141 300
a 98 163 148 127141 300
a 98 166 148 127141 300
a 98 168 148 127141 300
a 98 207 148 127141 300
a 98 239 148 127141 300
a 98 290 148 127141 300
a 98 296 148 127141 300
a 122 2 148 127141 300
a 122 5 148 127141 300
a 122 25 148 127141 300
a 122 46 148 127141 300
a 122 55 148 127141 300
a 122 76 148 127141 300
a 122 91 148 127141 300
a 122 98 148 127141 300
a 122 129 148 127141 300
a 122 138 148 127141 300
a 122 151 148 127141 300
a 122 161 148 127141 300
a 122 163 148 127141 300
a 122 166 148 127141 300
a 122 168 148 127141 300
a 122 207 148 127141 300
a 122 239 148 127141 300
a 122 290 148 127141 300
a 122 296 148 127141 300
a 129 2 148 127141 300
a 129 5 148 127141 300
a 129 25 148 127141 300
a 129 46 148 127141 300
a 129 55 148 127141 300
a 129 76 148 127141 300
a 129 91 148 127141 300
a 129 98 148 127141 300
a 129 122 148 127141 300
a 129 138 148 127141 300
a 129 151 148 127141 300
a 129 161 148 127141 300
a 129 163 148 127141 300
a 129 166 148 127141 300
a 129 168 148 127141 300
a 129 207 148 127141 300
a 129 239 148 127141 300
a 129 290 148 127141 300
a 129 296 148 127141 300
a 138 2 148 127141 300
a 138 5 148 127141 300
a 138 25 148 127141 300
a 138 46 148 127141 300
a 138 55 148 127141 300
a 138 76 148 127141 300
a 138 91 148 127141 300
a 138 98 148 127141 300
a 138 122 148 127141 300
a 138 129 148 127141 300
a 138 151 148 127141 300
a 138 161 148 127141 300
a 138 163 148 127141 300
a 138 166 148 127141 300
a 138 168 148 127141 300
a 138 207 148 127141 300
a 138 239 148 127141 300
a 138 290 148 127141 300
a 138 296 148 127141 300
a 151 2 148 127141 300
a 151 5 148 127141 300
a 151 25 148 127141 300
a 151 46 148 127141 300
a 151 55 148 127141 300
a 151 76 148 127141 300
a 151 91 148 127141 300
a 151 98 148 127141 300
a 151 122 148 127141 300
a 151 129 148 127141 300
a 151 138 148 127141 300
a 151 161 148 127141 300
a 151 163 148 127141 300
a 151 166 148 127141 300
a 151 168 148 127141 300
a 151 207 148 127141 300
a 151 239 148 127141 300
a 151 290 148 127141 300
a 151 296 148 127141 300
a 161 2 148 127141 300
a 161 5 148 127141 300
a 161 25 148 127141 300
a 161 46 148 127141 300
a 161 55 148 127141 300
a 161 76 148 127141 300
a 161 91 148 127141 300
a 161 98 148 127141 300
a 161 122 148 127141 300
a 161 129 148 127141 300
a 161 138 148 127141 300
a 161 151 148 127141 300
a 161 163 148 127141 300
a 161 166 148 127141 300
a 161 168 148 127141 300
a 161 207 148 127141 300
a 161 239 148 127141 300
a 161 290 148 127141 300
a 161 296 148 127141 300
a 163 2 148 127141 300
a 163 5 148 127141 300
a 163 25 148 127141 300
a 163 46 148 127141 300
a 163 55 148 127141 300
a 163 76 148 127141 300
a 163 91 148 127141 300
a 163 98 148 127141 300
a 163 122 148 127141 300
a 163 129 148 127141 300
a 163 138 148 127141 300
a 163 151 148 127141 300
a 163 161 148 127141 300
a 163 166 148 127141 300
a 163 168 148 127141 300
a 163 207 148 127141 300
a 163 239 148 127141 300
a 163 290 148 127141 300
a 163 296 148 127141 300
a 166 2 148 127141 300
a 166 5 148 127141 300
a 166 25 148 127141 300
a 166 46 148 127141 300
a 166 55 148 127141 300
a 166 76 148 127141 300
a 166 91 148 127141 300
a 166 98 148 127141 300
a 166 122 148 127141 300
a 166 129 148 127141 300
a 166 138 148 127141 300
a 166 151 148 127141 300
